sexo,idade,renda_ind,escolaridade,regAdm,Cluster
1,44,1803.06,5,13,2
1,38,0.0,2,23,0
1,41,1075.14,2,23,3
2,19,0.0,4,23,0
2,46,7583.24,5,1,2
1,68,0.0,7,22,2
1,73,1605.0,2,2,3
2,27,1982.0,5,2,0
1,30,2085.0,2,2,0
1,39,1954.79,6,7,4
2,35,0.0,7,7,4
2,31,0.0,8,15,4
2,28,0.0,8,15,4
2,36,601.02,5,19,0
1,36,0.0,5,19,0
2,30,1538.42,5,3,0
1,32,4739.53,7,18,4
1,50,5864.38,5,10,2
2,21,2150.27,6,10,0
2,45,4886.98,7,10,4
1,75,12450.93,7,18,1
1,39,2932.19,5,27,0
2,50,7819.17,7,27,4
2,39,1436.65,5,30,0
1,46,6225.46,7,30,4
1,36,0.0,7,15,4
2,33,0.0,7,15,0
2,21,977.4,6,7,0
1,67,2932.19,3,7,3
2,59,2932.19,7,7,2
1,27,0.0,2,25,0
2,53,0.0,1,25,3
1,66,0.0,1,25,3
2,27,239.44,2,31,0
2,42,1466.1,4,3,3
1,23,1172.88,6,3,4
2,28,4848.68,7,22,4
1,30,5333.55,7,22,4
1,39,0.0,2,25,0
1,73,0.0,2,25,3
2,71,0.0,5,25,3
2,43,0.0,8,24,4
1,51,0.0,8,24,4
1,66,0.0,1,24,3
2,35,7583.24,7,1,4
1,39,6824.92,6,1,4
2,45,5818.41,7,20,4
1,80,13576.3,7,20,1
2,35,3878.94,7,20,4
1,26,2909.21,7,20,4
2,79,1939.47,7,20,2
1,40,4848.68,7,20,4
1,42,4848.68,7,33,4
2,18,5333.55,6,33,0
1,41,7928.64,7,27,4
2,55,5375.68,7,27,2
1,22,4105.07,7,27,4
1,63,11728.76,7,27,1
1,44,1516.65,4,30,0
2,43,236.98,5,30,0
1,41,4788.82,7,1,4
1,72,0.0,2,14,3
2,55,0.0,5,14,3
2,38,0.0,5,5,0
1,60,0.0,6,5,2
2,26,0.0,7,5,0
2,33,0.0,7,2,4
1,80,0.0,2,2,3
2,39,145.46,2,14,3
1,47,2327.37,5,14,2
2,35,0.0,2,14,3
2,24,0.0,5,30,0
2,73,1982.16,2,10,3
1,56,1075.14,2,26,3
1,20,0.0,2,26,0
2,54,1075.14,3,26,3
2,42,0.0,2,23,3
1,64,0.0,2,23,3
1,36,1954.79,3,21,0
2,46,2133.42,2,14,3
1,41,1600.06,2,14,3
1,46,244.35,3,25,3
1,24,1075.14,5,25,0
2,49,1075.14,4,25,3
1,54,16114.39,7,18,1
1,24,3791.62,6,18,4
1,37,7183.23,7,30,4
1,43,4597.27,7,1,4
1,35,4654.73,7,1,4
2,31,3345.59,7,1,4
2,26,1723.97,5,20,0
1,22,0.0,7,10,4
1,49,0.0,4,21,2
1,64,9577.64,7,24,1
2,60,11493.17,7,24,1
1,44,2477.7,5,10,2
2,38,2909.21,7,22,4
1,45,5818.41,7,22,4
2,19,1066.71,3,25,0
1,42,8537.44,7,3,1
1,39,2873.29,2,31,0
1,29,600.0,5,12,0
2,31,1000.0,7,12,4
2,23,0.0,7,14,0
1,49,2932.19,2,14,3
2,48,0.0,7,14,2
2,52,0.0,2,1,3
1,55,4788.82,5,1,2
1,38,4539.15,7,27,4
2,57,375.0,1,32,3
2,50,3964.32,4,27,2
1,18,0.0,1,27,0
1,52,2973.24,3,27,3
1,31,1053.54,6,30,0
2,33,1723.97,7,30,0
1,61,1723.97,5,30,2
2,59,0.0,2,30,3
2,44,0.0,8,23,4
1,29,6540.55,7,24,4
2,65,31565.25,7,24,1
1,53,6129.69,5,30,2
2,29,3352.17,5,30,0
1,25,1819.75,5,30,0
1,30,1066.71,5,25,0
2,34,1454.6,5,25,0
2,35,0.0,2,14,3
2,62,0.0,5,5,3
2,31,1551.58,7,1,4
2,63,0.0,2,13,3
1,27,0.0,7,15,4
2,50,5022.02,6,15,2
1,61,6026.43,6,15,2
2,70,0.0,1,6,3
1,41,1400.0,5,32,0
2,37,0.0,2,32,0
2,38,4099.23,7,27,4
2,62,1090.19,2,12,3
1,46,0.0,5,10,2
1,45,2584.39,5,2,2
2,25,2593.4,7,2,4
2,40,1985.37,7,2,4
2,19,1104.85,6,9,0
1,50,19083.69,5,9,1
1,46,9516.15,7,4,1
2,38,0.0,7,4,4
1,51,0.0,3,30,3
1,22,0.0,5,8,0
2,48,5450.94,7,8,2
1,51,4955.4,5,8,2
2,55,4886.98,7,11,2
2,74,0.0,5,11,3
2,67,0.0,3,1,3
1,63,6353.08,7,1,1
2,48,5008.5,6,13,2
1,41,13683.55,8,27,1
2,53,0.0,3,23,3
1,51,5864.38,5,27,2
2,21,0.0,7,16,0
1,35,1466.1,6,14,4
2,34,0.0,7,14,0
2,32,2303.91,5,32,0
2,52,0.0,8,30,4
2,61,2804.76,7,13,2
2,19,0.0,6,13,0
1,66,3205.44,2,13,3
1,44,1982.16,7,10,4
2,43,0.0,7,10,4
2,48,0.0,8,28,4
2,26,0.0,3,28,0
2,62,1090.19,5,10,2
1,40,0.0,6,10,4
1,76,0.0,7,10,2
1,18,0.0,8,25,4
2,75,1075.14,2,25,3
2,45,1075.14,5,25,0
1,35,1260.66,5,14,0
2,37,1454.6,7,14,4
2,46,1680.85,7,13,4
1,45,1915.53,2,30,3
2,36,359.16,2,30,0
1,44,5818.41,7,22,4
2,28,1982.16,6,3,0
1,29,2180.38,7,3,4
2,19,1289.75,5,28,0
2,43,1939.47,5,28,0
1,19,1163.68,1,28,0
2,58,0.0,7,6,2
1,18,0.0,4,8,0
1,49,11892.96,7,8,1
2,42,9910.8,5,8,2
2,54,1252.13,7,6,2
2,27,0.0,5,6,0
1,18,0.0,4,6,0
2,40,2304.26,5,6,2
1,22,0.0,5,6,0
2,29,1075.14,5,25,0
1,26,146.61,7,25,4
2,21,0.0,7,25,0
2,23,0.0,5,25,0
1,20,0.0,2,25,0
2,41,366.52,4,25,0
2,49,6885.12,7,20,4
2,25,0.0,8,20,0
1,50,10667.09,7,20,1
2,23,1939.47,8,20,4
1,66,0.0,7,12,2
2,62,0.0,5,12,3
2,43,0.0,6,16,0
2,41,0.0,5,16,0
2,73,16485.51,5,16,1
2,43,239.44,4,7,3
2,34,0.0,7,30,0
1,33,9577.64,7,30,4
2,66,0.0,4,18,3
2,57,3013.21,2,4,3
2,38,2750.0,5,9,0
2,50,0.0,6,26,0
1,29,0.0,7,26,4
1,56,1954.79,4,26,2
2,41,6788.15,7,22,4
1,25,1302.21,5,12,0
2,24,0.0,5,15,0
2,66,1075.14,2,12,3
1,47,251.1,2,9,3
1,31,1847.28,5,17,0
2,28,987.17,5,17,0
1,44,0.0,7,2,4
1,48,0.0,7,13,4
2,52,0.0,4,30,3
1,52,0.0,2,30,3
1,21,2003.4,6,30,0
1,30,0.0,6,18,0
2,25,0.0,6,18,0
2,43,0.0,6,10,0
1,32,1163.68,5,25,0
1,39,1250.96,2,25,0
1,46,1212.17,2,25,3
2,27,366.52,4,7,0
1,32,1319.49,3,7,0
1,60,1101.87,1,32,3
2,59,0.0,1,32,3
1,40,7662.11,3,31,2
2,39,3831.06,7,31,4
2,38,1200.0,5,32,0
1,33,1400.0,2,32,0
2,19,0.0,5,32,0
2,56,1564.04,5,30,2
1,66,10426.96,5,30,2
2,61,1101.87,4,15,3
2,21,1803.06,5,32,0
1,58,6225.46,7,30,2
2,50,2873.29,7,30,4
2,62,0.0,2,22,3
2,25,0.0,7,22,0
1,35,3878.94,5,12,4
2,39,3103.15,3,12,3
2,74,0.0,2,25,3
2,45,8531.15,7,1,2
2,38,9005.1,7,1,4
2,55,1400.0,3,6,3
1,24,1450.0,3,6,0
2,58,6512.79,7,1,2
2,56,0.0,5,3,2
2,20,0.0,4,22,0
1,23,7757.89,6,22,4
1,50,19394.72,7,22,1
2,49,0.0,6,22,0
2,54,146.61,2,23,3
1,53,1172.88,1,23,3
1,43,5009.1,7,20,4
1,29,1723.97,6,20,4
1,56,8035.24,7,5,1
1,51,5000.0,7,19,4
2,28,2000.0,7,19,0
2,37,1260.66,5,9,0
1,22,1149.32,5,29,0
1,40,1915.53,5,29,0
2,37,1436.65,5,29,0
1,54,2378.59,5,3,2
2,55,4886.98,7,27,2
1,46,7819.17,7,27,4
2,38,1417.23,7,26,0
2,69,1075.14,2,26,3
2,76,0.0,5,30,3
1,31,5946.48,6,27,4
1,31,2973.24,6,27,4
2,45,145.46,4,7,3
1,48,1454.6,4,7,2
2,27,2230.39,7,7,4
2,29,261.83,3,33,0
1,28,2909.21,4,33,0
2,57,3033.3,5,18,2
1,76,0.0,2,30,3
2,41,375.0,5,12,0
2,18,400.0,6,12,0
1,50,0.0,7,12,4
1,75,0.0,2,6,3
1,77,1100.0,1,32,3
2,72,0.0,1,32,3
1,64,0.0,5,23,2
2,61,0.0,8,23,2
2,35,0.0,8,23,4
2,40,0.0,2,16,3
2,71,7109.29,7,24,2
1,54,781.92,2,5,3
2,52,0.0,5,5,2
1,36,16029.31,7,1,1
2,38,0.0,7,14,0
2,35,3791.62,6,22,0
2,35,3317.67,6,22,0
1,24,1563.83,4,14,0
2,27,0.0,3,14,0
2,19,0.0,1,25,0
1,50,1759.31,2,25,3
2,24,390.96,4,25,0
1,21,1759.31,5,25,0
2,47,1172.88,1,25,3
1,41,5818.41,7,11,4
2,41,4848.68,7,11,4
2,59,6010.2,2,15,3
1,45,1101.87,8,15,4
2,43,0.0,3,15,3
1,59,19394.72,7,33,1
2,58,4848.68,7,33,2
2,31,2618.29,7,33,0
2,24,1163.68,7,33,0
1,26,3352.17,5,7,4
1,53,3975.92,5,14,2
2,36,4654.73,6,20,4
2,46,0.0,7,9,2
2,69,0.0,5,9,3
1,69,0.0,8,9,2
2,62,7819.17,3,3,3
1,70,7819.17,3,3,2
2,28,5818.41,6,1,4
2,66,0.0,5,26,3
1,51,2976.73,5,30,2
2,38,0.0,4,30,0
1,22,1666.51,5,30,0
1,73,0.0,7,5,2
2,58,0.0,4,5,3
2,65,0.0,4,5,3
1,18,600.0,5,8,0
2,45,7400.0,7,8,4
1,63,11374.87,7,27,1
2,61,9953.01,7,27,2
2,57,0.0,6,3,2
2,24,0.0,6,10,0
1,48,0.0,7,29,4
2,42,0.0,5,29,0
2,18,0.0,5,29,0
2,32,1704.66,5,3,0
2,25,1205.29,7,15,0
2,35,6704.35,6,22,4
1,58,242.43,2,33,3
2,58,242.43,2,33,3
1,32,1895.81,6,30,0
2,23,1137.49,5,30,0
2,55,15898.88,7,1,1
1,57,0.0,6,27,2
1,30,9858.22,6,18,4
2,43,0.0,5,25,0
1,53,0.0,7,25,4
2,51,0.0,4,7,3
2,35,1091.85,2,4,3
2,45,0.0,5,20,0
1,27,1954.79,2,25,0
2,28,129.99,3,25,0
1,37,0.0,5,31,0
2,36,1723.97,7,31,0
2,54,0.0,8,6,2
1,61,1915.53,2,30,3
1,29,7757.89,6,28,4
2,51,1163.68,2,28,3
1,57,1939.47,2,28,3
1,30,1454.6,4,28,0
1,38,1436.65,2,31,0
2,27,1149.32,6,31,0
1,71,0.0,7,30,2
2,70,0.0,7,30,2
1,28,2000.0,5,8,0
1,42,8035.24,7,9,4
2,52,0.0,6,9,2
2,35,0.0,2,12,3
1,56,1402.38,2,12,3
2,36,3064.84,5,20,0
1,38,2011.3,5,20,0
1,39,1982.16,5,27,0
2,38,7928.64,7,27,4
2,59,1104.85,2,4,3
1,50,0.0,8,4,4
1,27,12322.77,7,1,4
1,49,8619.87,7,22,4
2,46,2873.29,7,22,4
2,70,1075.14,2,14,3
2,65,5267.7,7,22,2
1,50,20562.47,7,27,1
2,50,35058.24,7,27,1
2,50,263.9,2,25,3
1,51,0.0,8,25,4
2,19,0.0,5,22,0
2,39,2375.85,5,22,0
1,65,1075.14,2,26,3
2,68,1075.14,2,26,3
1,46,1954.79,2,26,3
1,45,20113.04,7,20,1
2,58,7662.11,7,22,2
1,51,0.0,4,3,2
1,52,1982.16,5,3,2
2,39,0.0,8,13,4
1,55,0.0,8,13,4
1,31,0.0,8,13,4
2,25,0.0,7,30,0
1,64,0.0,4,31,3
1,25,0.0,6,31,0
1,41,0.0,4,13,0
2,30,1954.79,6,11,0
1,33,3164.81,5,11,4
2,56,9479.06,7,1,1
2,30,5213.48,7,1,4
2,31,0.0,7,8,0
1,37,0.0,6,2,4
2,47,126.07,2,28,3
1,25,0.0,4,28,0
2,19,1066.71,4,28,0
1,35,0.0,2,28,0
2,29,1066.71,4,28,0
2,37,0.0,5,32,0
2,63,1101.87,2,32,3
1,68,3200.0,2,8,3
1,41,23944.09,7,1,1
2,53,630.33,2,7,3
2,54,0.0,3,7,3
1,36,3909.59,7,11,4
2,36,0.0,7,11,0
2,69,0.0,1,15,3
1,73,0.0,2,15,3
1,30,4006.8,6,19,4
2,59,23697.64,7,1,1
2,35,6937.56,7,17,4
1,44,5946.48,3,17,2
1,35,1466.1,4,25,0
1,50,0.0,1,11,3
1,31,0.0,7,6,4
2,53,0.0,8,3,2
1,34,0.0,8,3,4
1,37,0.0,4,3,0
1,38,2715.26,5,33,0
2,29,2424.34,5,33,0
2,23,1209.12,6,3,0
1,76,0.0,1,9,3
2,45,1004.4,1,9,3
1,70,6000.0,2,2,3
2,69,0.0,2,2,3
1,26,0.0,6,2,4
2,48,0.0,8,13,4
1,37,0.0,7,24,4
1,66,11636.83,7,22,1
2,59,7757.89,7,22,2
1,23,488.7,2,14,0
2,20,166.16,2,14,0
2,70,0.0,3,5,3
1,76,0.0,7,5,2
1,27,0.0,5,5,0
1,41,1189.3,5,6,2
1,24,1585.73,6,27,0
1,43,21803.77,7,27,1
1,21,1137.49,6,18,0
1,18,1137.49,6,18,0
1,29,14352.09,7,1,1
2,43,1939.47,7,20,4
1,20,0.0,8,20,4
1,44,12800.51,7,20,1
2,51,0.0,3,6,3
2,24,0.0,6,6,0
1,64,0.0,2,19,3
2,60,0.0,2,19,3
2,44,14546.04,7,16,1
1,40,11636.83,7,16,4
2,46,24434.92,7,27,1
2,43,7819.17,7,27,4
1,52,17593.14,7,27,1
1,79,0.0,7,16,2
1,22,3127.67,5,25,0
2,42,0.0,3,25,3
1,54,1954.79,3,25,3
2,47,1053.54,5,28,0
1,49,1436.65,2,28,3
2,38,0.0,4,9,0
1,34,0.0,6,9,4
2,53,2450.0,5,15,2
1,62,0.0,1,15,3
2,62,1163.68,6,33,2
1,30,1066.71,6,33,0
1,50,25213.13,7,1,1
1,32,0.0,2,28,0
1,32,4848.68,7,1,4
2,35,505.86,2,8,3
1,40,1915.53,7,30,4
1,48,1628.2,7,30,4
2,35,3639.5,7,30,4
1,50,4597.27,7,30,4
1,38,3831.06,7,30,4
2,70,1075.14,2,6,3
2,43,8145.78,7,20,4
2,20,775.79,6,20,0
1,51,0.0,1,6,3
2,23,1245.09,5,26,0
1,27,1436.65,2,26,0
1,20,1895.81,8,1,4
2,49,3230.46,1,1,3
1,30,1895.81,1,1,3
1,18,0.0,4,10,0
1,49,2584.39,5,32,0
2,41,2333.96,5,32,0
2,69,5450.94,7,10,2
1,32,0.0,7,10,4
1,35,1684.84,3,8,0
2,28,1993.89,7,10,4
1,28,3455.1,7,10,4
2,59,4886.98,7,10,2
2,32,39095.87,7,10,1
2,37,0.0,5,2,0
1,40,4000.0,7,2,4
1,39,1212.17,7,3,4
2,42,1212.17,7,3,4
2,40,5333.55,7,11,4
1,44,5818.41,7,11,4
2,71,0.0,3,22,3
2,43,2873.29,7,22,4
1,74,10535.4,7,22,1
2,42,2873.29,7,22,4
1,29,1486.62,6,6,4
2,39,3981.2,7,30,4
1,74,17239.75,7,1,1
2,74,14366.46,7,1,1
2,65,10667.09,7,20,1
2,42,2003.4,6,17,0
1,39,5008.5,5,17,4
2,24,0.0,7,4,0
2,54,0.0,4,4,3
1,57,0.0,4,4,2
1,40,1807.93,3,4,2
2,29,150.66,5,4,0
1,68,0.0,2,11,3
2,40,0.0,1,11,3
1,38,4427.61,6,11,4
2,71,8136.83,5,11,2
2,45,5624.47,7,10,4
1,19,0.0,4,10,0
2,57,8140.99,6,1,2
1,47,9577.64,6,1,1
2,39,0.0,7,14,0
1,70,0.0,2,19,3
2,33,0.0,6,4,0
1,46,0.0,5,18,0
2,35,5818.41,7,18,4
2,30,0.0,8,20,4
2,67,1939.47,7,20,2
2,25,0.0,4,25,0
1,29,2424.34,5,25,0
2,23,0.0,1,6,0
2,18,0.0,2,6,0
1,32,2424.34,6,33,0
2,30,1939.47,7,33,0
1,37,1803.06,5,32,0
1,54,0.0,5,21,2
2,27,0.0,7,21,0
2,23,0.0,5,21,0
2,53,2199.21,5,21,2
2,53,0.0,5,26,3
2,28,8057.2,7,1,4
1,30,0.0,4,23,0
2,20,0.0,4,23,0
1,52,6788.15,7,1,1
1,39,0.0,4,1,2
2,67,0.0,3,1,3
1,53,9406.44,7,20,1
2,45,0.0,5,20,0
2,26,1042.7,7,1,4
2,61,1784.31,5,12,2
1,43,969.74,1,12,3
1,34,4955.4,6,27,4
2,68,9697.36,3,22,2
1,25,8242.75,7,22,4
1,18,2300.0,5,8,0
2,48,0.0,7,24,0
1,26,3500.0,7,8,4
1,50,1004.4,2,15,3
2,41,903.96,5,15,0
2,72,1104.85,2,15,3
1,51,1600.0,3,4,3
2,43,250.0,4,4,3
1,26,0.0,5,4,0
2,72,2424.34,5,18,3
2,40,4363.81,7,18,4
1,77,4848.68,8,18,1
2,67,1075.14,3,26,3
1,29,0.0,7,26,4
2,27,0.0,5,26,0
1,70,0.0,2,26,3
2,33,0.0,5,5,0
2,49,5818.41,7,33,4
2,26,1502.55,5,32,0
2,28,0.0,2,32,0
1,22,1500.0,2,32,0
1,41,1563.83,3,7,2
2,32,366.52,5,7,0
2,34,2345.75,6,1,4
1,31,3200.13,7,26,4
2,27,2812.23,6,21,0
1,31,3878.94,7,21,4
1,32,0.0,7,21,4
2,38,1057.54,5,21,0
2,65,0.0,5,22,3
2,25,2008.81,7,2,4
2,54,65411.3,7,27,1
1,54,13875.12,7,27,1
2,62,5023.9,7,22,2
2,23,0.0,6,26,0
2,40,239.44,7,26,0
2,53,11694.75,7,27,2
2,73,7730.43,2,27,3
2,36,11493.17,7,1,4
1,40,17239.75,7,1,1
2,41,0.0,5,29,0
1,45,2394.41,5,29,0
1,60,9005.1,7,27,1
2,53,11374.87,7,27,2
1,69,2404.08,3,13,3
2,74,1100.0,5,15,3
1,77,1650.0,5,15,2
1,57,969.74,7,16,2
2,21,0.0,5,15,0
1,25,0.0,8,15,4
2,39,0.0,7,15,0
2,40,1149.32,4,31,0
2,19,167.61,5,31,0
1,60,1075.14,2,25,3
2,55,751.28,5,32,0
1,54,1101.87,3,32,3
2,45,1503.69,5,30,0
1,45,1676.09,5,30,0
2,46,3419.23,6,3,2
1,56,5649.16,4,3,2
2,27,1075.14,5,25,0
1,51,0.0,4,25,2
2,54,0.0,3,25,3
1,30,1857.05,5,25,0
2,40,0.0,5,15,0
1,66,0.0,1,15,3
1,26,0.0,5,15,0
2,59,0.0,1,15,3
2,40,0.0,4,12,0
1,44,0.0,4,12,2
2,38,150.26,2,13,3
1,60,150.26,2,13,3
2,23,0.0,7,3,0
2,32,1954.79,7,3,4
2,61,96.97,2,31,3
1,65,1066.71,1,31,3
1,25,145.46,5,31,0
2,31,1800.0,1,8,3
1,52,18958.11,7,1,1
2,50,29385.07,7,1,1
2,39,4266.84,7,14,4
2,63,0.0,2,33,3
1,60,2909.21,4,33,2
1,45,8900.0,7,8,1
2,33,3831.06,6,22,0
2,23,2611.45,7,17,4
2,57,0.0,2,17,3
2,39,3964.32,2,6,3
2,45,4848.68,7,14,4
2,22,0.0,6,14,0
1,56,7563.94,7,14,1
2,67,3352.17,5,1,2
1,71,11493.17,7,1,1
2,33,0.0,7,16,0
1,38,18505.91,7,16,1
1,33,6704.35,7,16,4
2,40,0.0,8,16,4
2,48,1915.53,8,16,4
2,32,0.0,6,24,0
1,38,0.0,6,24,0
1,36,7928.64,7,27,4
2,22,0.0,6,30,0
1,46,0.0,4,30,0
2,19,1803.06,6,30,0
1,56,12606.57,7,22,1
1,32,0.0,5,23,0
1,18,1050.0,4,12,0
2,21,2200.0,5,12,0
2,73,0.0,2,13,3
2,24,2400.0,7,6,4
1,31,1400.0,7,6,4
2,39,300.51,3,2,3
1,35,29690.68,7,22,1
1,41,0.0,7,12,4
2,34,3500.0,7,12,4
2,36,7037.26,7,27,4
1,40,3909.59,7,27,4
1,40,2541.23,7,1,4
1,66,14941.11,5,27,1
2,57,0.0,5,27,3
1,50,0.0,1,7,3
2,54,0.0,2,7,3
1,46,4955.4,5,3,2
1,30,2504.25,5,4,4
2,33,2003.4,5,4,0
2,75,0.0,1,5,3
1,45,142.19,3,5,3
1,42,0.0,5,5,2
2,55,600.0,3,3,3
1,52,2350.0,5,3,2
1,39,3878.94,5,33,0
1,70,16931.35,7,16,1
2,49,2024.71,3,16,3
2,70,24334.86,7,16,1
2,25,3964.32,7,6,4
2,76,1090.19,2,6,3
2,45,2812.33,5,30,0
2,23,3515.42,7,30,0
2,71,1104.85,2,3,3
2,44,7662.11,7,22,4
1,46,8919.72,6,3,2
1,44,10535.4,7,22,4
2,49,8619.87,7,22,4
1,41,13683.55,6,27,4
2,43,7819.17,6,27,4
2,74,4100.0,3,19,3
1,52,41183.84,7,16,1
2,60,0.0,5,7,3
2,63,0.0,3,7,3
2,32,3317.67,6,22,0
1,60,4022.61,7,24,2
2,69,0.0,5,8,3
2,47,4460.78,7,12,4
1,51,9406.44,7,12,1
2,72,1066.71,2,12,3
2,63,1090.19,8,23,2
2,36,1090.19,7,23,0
2,24,0.0,5,23,0
2,41,3878.94,7,33,4
2,22,0.0,6,33,0
1,67,3000.0,5,3,2
2,24,2008.81,8,17,4
1,35,2008.81,7,17,4
1,40,0.0,7,22,4
2,28,0.0,4,6,0
2,51,10152.3,7,1,1
1,51,2873.29,7,1,2
2,46,0.0,5,24,0
2,49,13683.55,7,27,1
1,49,0.0,4,27,0
2,35,7949.44,7,20,4
1,47,24422.98,7,20,1
1,43,0.0,3,21,0
2,41,0.0,4,21,0
2,36,6704.35,7,1,4
2,31,7583.24,7,1,4
1,33,9479.06,7,1,4
1,38,1163.68,4,25,0
2,38,0.0,4,25,0
1,54,1436.65,7,1,2
2,77,12450.93,7,1,1
2,18,249.02,6,1,0
2,35,2107.08,4,24,0
1,54,3013.21,5,4,2
1,43,0.0,1,1,3
2,43,4788.82,7,1,4
1,45,6788.15,7,1,4
1,48,14366.46,7,24,1
2,67,3225.41,1,7,3
1,22,2150.27,4,7,0
1,68,3225.41,1,7,3
2,30,1915.53,5,1,0
1,31,2394.41,5,1,4
1,31,1734.39,5,3,4
2,29,1288.4,5,3,0
1,38,6646.3,7,11,4
2,26,198.22,5,15,0
1,26,2874.13,5,15,0
1,22,0.0,8,6,4
2,25,0.0,5,6,0
2,60,0.0,2,6,3
1,18,1800.0,4,32,0
2,36,4945.65,7,20,4
1,38,4538.36,7,20,4
1,35,2248.01,5,21,0
2,71,0.0,8,9,2
1,52,0.0,1,13,3
2,42,0.0,3,13,3
1,43,0.0,7,13,4
1,31,0.0,5,13,0
1,48,0.0,7,8,4
2,28,0.0,5,8,0
2,33,2477.7,7,10,4
2,61,1075.14,2,14,3
1,22,1075.14,5,14,0
2,50,3005.1,5,2,2
1,58,4006.8,5,2,2
2,56,0.0,3,18,3
1,59,0.0,2,18,3
2,49,1075.14,5,14,2
2,72,1200.0,2,3,3
1,47,2000.0,5,3,2
2,51,4597.27,7,24,4
1,23,1915.53,7,24,4
1,36,0.0,8,24,4
2,52,550.0,2,6,3
2,34,11493.17,7,16,4
1,37,8619.87,7,16,4
2,70,0.0,7,3,2
2,41,0.0,5,9,0
1,26,0.0,7,9,4
1,70,0.0,5,9,2
1,39,4214.16,7,1,4
2,31,1149.32,6,1,0
1,39,3766.11,6,3,4
2,37,2874.13,5,3,2
1,64,1075.14,2,6,3
2,28,146.61,7,6,0
2,61,1075.14,2,6,3
1,19,0.0,6,8,0
2,21,0.0,6,8,0
2,74,0.0,3,2,3
2,26,0.0,6,2,0
2,38,14218.58,7,1,1
2,64,5842.36,5,30,2
2,57,0.0,5,25,3
1,30,0.0,3,25,0
2,33,1124.01,2,25,0
1,22,1745.52,6,7,4
1,33,1436.65,2,31,0
2,27,359.16,2,31,0
2,70,1585.73,2,6,3
2,50,0.0,8,16,4
2,33,7109.29,7,1,4
2,48,1898.32,5,9,2
2,59,3113.65,5,9,2
1,57,1205.29,3,9,3
1,23,0.0,7,10,4
1,23,1189.3,7,10,4
2,49,148.66,5,27,0
1,59,5450.94,3,27,2
2,64,0.0,3,13,3
1,30,0.0,5,13,0
2,25,1101.87,5,4,0
2,27,1502.55,6,4,0
2,73,0.0,3,10,3
2,51,0.0,7,10,2
2,24,1551.58,5,26,0
1,34,3200.13,7,1,4
1,47,4405.71,5,26,2
1,67,0.0,1,6,3
1,19,0.0,3,2,0
1,71,0.0,8,2,2
2,69,0.0,3,2,3
2,41,1454.6,5,14,0
1,41,2084.93,5,14,2
1,75,0.0,7,24,2
1,18,0.0,2,24,0
2,71,0.0,8,24,2
1,41,0.0,6,14,4
1,35,2973.24,2,6,3
2,42,0.0,2,6,3
1,39,13408.69,7,1,1
2,45,3000.0,2,19,3
1,73,2600.0,2,19,3
2,71,2800.0,5,19,2
1,59,0.0,2,3,3
2,58,247.77,5,3,2
1,53,2008.81,5,4,2
2,24,0.0,7,4,0
1,56,11636.83,7,22,1
1,45,1939.47,6,22,4
2,35,3714.11,7,5,4
1,38,2443.49,5,5,2
2,30,145.46,5,14,0
1,45,2424.34,5,14,2
2,40,2909.21,7,14,4
1,44,9773.97,7,11,1
2,41,2932.19,7,11,4
1,53,14546.04,7,22,1
1,45,3450.0,4,3,2
2,57,1101.87,8,19,2
1,80,3005.1,2,19,3
1,46,3121.9,6,17,4
2,38,0.0,6,17,0
1,68,1042.7,2,27,3
1,31,142.19,2,27,0
1,39,4398.29,5,27,4
1,31,1436.65,5,30,0
2,69,2360.35,1,15,3
2,42,1255.51,6,15,0
1,41,1532.42,1,31,3
2,36,1340.87,7,31,0
2,20,0.0,4,31,0
1,41,11493.17,7,1,1
1,28,3515.42,7,4,4
1,23,0.0,8,1,4
1,75,13576.3,7,22,1
1,50,0.0,7,2,2
2,43,375.64,5,2,2
1,29,0.0,2,3,0
2,58,1075.14,2,23,3
1,60,488.7,2,23,3
2,23,1053.54,7,31,0
2,21,1149.32,5,31,0
2,72,0.0,5,18,3
2,46,0.0,5,18,0
1,47,8339.73,6,20,4
2,32,4006.8,3,17,0
1,30,8013.6,5,17,4
1,41,0.0,7,15,4
1,40,0.0,8,15,4
2,60,0.0,8,15,2
2,42,0.0,7,15,0
1,31,0.0,7,15,4
1,60,7662.11,5,1,2
1,26,4788.82,7,1,4
2,58,3926.83,7,1,2
2,65,0.0,5,1,3
1,48,9289.47,7,18,4
2,43,6635.34,7,18,4
1,52,0.0,7,17,4
2,44,0.0,7,17,0
1,52,0.0,2,28,3
2,45,1066.71,5,28,0
1,25,1163.68,6,28,0
2,49,4459.86,7,6,2
1,35,2008.81,4,15,0
2,80,1939.47,4,22,3
2,64,2490.19,6,1,2
1,42,0.0,7,11,4
1,55,801.36,8,4,2
2,58,901.53,3,4,3
2,21,250.43,5,4,0
2,31,1319.49,5,17,0
1,30,2736.71,5,17,0
2,30,301.32,5,5,0
1,73,7853.66,3,1,2
2,32,4501.49,7,1,4
1,79,4118.06,1,9,3
2,45,251.1,1,9,3
2,28,0.0,8,1,4
1,57,0.0,7,27,2
2,55,6841.78,7,27,2
1,31,0.0,6,13,0
2,27,0.0,6,13,0
2,34,0.0,5,14,0
1,26,0.0,3,3,0
2,27,0.0,5,3,0
1,59,1803.06,1,19,3
2,51,0.0,1,19,3
2,65,0.0,2,14,3
